"Nom";"Prénom";"Date_depot";"Version";"Type_mandat";"Mandat";"Section";"Description";"Détails";"Valeur";"ver"
"provost-lopin";"martine";2021-08-05;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pea";"bnp [données non publiées]";32119;3
"provost-lopin";"martine";2021-08-05;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"vehiculedto";"terrestre à moteur";"";8500;3
"provost-lopin";"martine";2021-08-05;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"fonddto";"na";"kinésithérapie : activité libérale exercée par [données non publiées]";NA;3
"provost-lopin";"martine";2021-08-05;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"autrebiendto";"";"créances de restitution de deux contrats d'assurance vie exigibles [données non publiées]";118186;3
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"appartement";"29";300000;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"appartement";"0";99000;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"appartement";"34";373000;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursenboursedto";"pea";"";30977;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursenboursedto";"compte titre";"";178;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";78085;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";103329;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";68538;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";44937;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";63283;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"bnp [données non publiées]";21956;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"livret a";"bnp [données non publiées]";24030;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"ldd";"bnp [données non publiées]";1603;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"bnp [données non publiées]";5262;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"livret a";"bnp [données non publiées]";11749;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"ldd";"bnp [données non publiées]";2705;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pel";"bnp [données non publiées]";50512;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pel";"bnp [données non publiées]";57920;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pea";"bnp [données non publiées]";15;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"vehiculedto";"terrestre à moteur";"";12000;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"fonddto";"na";"kinésithérapie : activité libérale exercée par [données non publiées]";NA;2
"provost-lopin";"martine";2023-02-14;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"autrebiendto";"";"créances de restitution de deux contrats d'assurance vie exigibles [données non publiées]";118186;2
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"appartement";"29";300000;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"appartement";"34";373000;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursenboursedto";"pea";"";30977;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursenboursedto";"compte titre";"";178;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";78085;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";103329;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";68538;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";44937;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"bnp [données non publiées]";"";63283;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"bnp [données non publiées]";386717;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"livret a";"bnp [données non publiées]";24030;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"ldd";"bnp [données non publiées]";1603;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"bnp [données non publiées]";5262;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"livret a";"bnp [données non publiées]";11749;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"ldd";"bnp [données non publiées]";2705;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pel";"bnp [données non publiées]";50512;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pel";"bnp [données non publiées]";57920;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"pea";"bnp [données non publiées]";15;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"vehiculedto";"terrestre à moteur";"";12000;1
"provost-lopin";"martine";2024-03-12;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"fonddto";"na";"kinésithérapie : activité libérale exercée par [données non publiées]";NA;1
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"maison individuelle";"140";714000;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"appartement";"47";151810;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"appartement";"32";270000;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"appartement";"33";320100;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"maison individuelle";"230";732228;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"scidto";"[données non publiées]";"20.0";414200;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"scidto";"[données non publiées]";"10.0";165679;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"compte titre";"";0;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"pea";"";64726;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"compte titre";"";290;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"pea";"";8143;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"pea";"";335;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"assuranceviedto";"generali";"";217933;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"assuranceviedto";"generali";"";534570;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"assuranceviedto";"la banque postale";"";121;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"livret a";"caisse d'épargne";23888;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"ldd";"caisse d'épargne";11662;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"cel";"caisse d'épargne";10539;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"pel";"caisse d'épargne";41020;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"compte courant";"caisse d'épargne";5344;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"livret a";"caisse d'épargne";23888;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"ldd";"caisse d'épargne";11666;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"pel";"caisse d'épargne";40975;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"livret b";"caisse d'épargne";19;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"compte courant";"la banque postale";1058;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"compte d'épargne";"la banque postale";553;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"vehiculedto";"terrestre à moteur";"";500;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"vehiculedto";"terrestre à moteur";"";18000;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"vehiculedto";"terrestre à moteur";"";22000;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"autrebiendto";"sci [données non publiées]";"mon compte courant d'associé dans la sci";285401;2
"retailleau";"sylvie";2024-03-03;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"passifdto";"prêt achat logement";"caisse d'épargne";140978;2
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"maison individuelle";"140";714000;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"appartement";"47";151810;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"appartement";"32";270000;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"appartement";"33";320100;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"immeubledto";"maison individuelle";"230";732228;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"scidto";"[données non publiées]";"20.0";416050;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"scidto";"[données non publiées]";"10.0";166420;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"compte titre";"";0;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"pea";"";64726;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"compte titre";"";290;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"pea";"";8143;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"valeursenboursedto";"pea";"";335;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"assuranceviedto";"generali";"";217933;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"assuranceviedto";"generali";"";534570;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"assuranceviedto";"la banque postale";"";121;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"livret a";"caisse d'épargne";23888;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"ldd";"caisse d'épargne";11662;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"cel";"caisse d'épargne";10539;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"pel";"caisse d'épargne";41020;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"compte courant";"caisse d'épargne";5344;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"livret a";"caisse d'épargne";23888;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"ldd";"caisse d'épargne";11666;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"pel";"caisse d'épargne";40975;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"livret b";"caisse d'épargne";19;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"compte courant";"la banque postale";1058;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"comptesbancairedto";"compte d'épargne";"la banque postale";553;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"vehiculedto";"terrestre à moteur";"";500;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"vehiculedto";"terrestre à moteur";"";18000;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"vehiculedto";"terrestre à moteur";"";20000;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"autrebiendto";"sci [données non publiées]";"mon compte courant d'associé dans la sci";298227;1
"retailleau";"sylvie";2024-05-06;"0";"membre du gouvernement";"ministre de l'enseignement supérieur et de la recherche";"passifdto";"prêt achat logement";"caisse d'épargne";143731;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"appartement";"129";1408000;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"maison individuelle";"165";465000;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"immeubledto";"garage";"24";12000;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursnonenboursedto";"sarl société immobilière de la rue joyeuse [données non publiées]";"";423;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursenboursedto";"détention directe";"";5690;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"valeursenboursedto";"détention directe";"";22071;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"société générale";"";85453;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"assuranceviedto";"prefon retraite";"";40738;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"société générale";3081;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"société générale";61;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"ldd";"société générale";12089;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte d'épargne";"société générale";37080;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"livret a";"caisse d'épargne";342;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"banque postale";557;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte courant";"banque postale";467;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"comptesbancairedto";"compte d'épargne";"bfm";105;1
"ribard";"florence";2020-06-17;"0";"membre ou dirigeant d’une autorité administrative indépendante";"";"vehiculedto";"twingo perrier 2002";"";1364;1
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"appartement";"55";600000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"garage";"20";44000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"appartement";"46";310000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"maison individuelle";"350";750000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"batiment à usage de stockage";"130";110000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"terrain";"0";50000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"immeubledto";"appartement";"139";2150000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"99.0";329000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"90.0";1115000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"90.0";182000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"80.0";483000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"80.0";320000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"0.02";400;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"scidto";"[données non publiées]";"80.0";800;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"valeursnonenboursedto";"riester sas";"";7302000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"valeursnonenboursedto";"lmr";"";1000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"valeursenboursedto";"compte titre";"";3422;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"comptesbancairedto";"compte courant";"cic";55586;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"comptesbancairedto";"compte d'épargne";"cic";102;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"comptesbancairedto";"compte d'épargne";"cic";503;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"comptesbancairedto";"livret a";"caisse d'epargne";750;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"comptesbancairedto";"compte courant";"cic banque privée";-41;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"vehiculedto";"terrestre à moteur";"";15000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"autrebiendto";"sci [données non publiées]";"compte courant";150061;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"autrebiendto";"sas riester";"compte courant";898205;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"autrebiendto";"office notarial graeling";"sequestre";1000000;2
"riester";"franck";2024-01-09;"0";"membre du gouvernement";"ministre délégué chargé des relations avec le parlement";"passifdto";"emprunt";"cic [données non publiées]";1227641;2
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"appartement";"55";600000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"garage";"20";44000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"appartement";"46";310000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"maison individuelle";"350";750000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"batiment à usage de stockage";"130";110000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"terrain";"0";50000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"immeubledto";"appartement";"139";2150000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"99.0";329000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"90.0";1115000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"90.0";182000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"90.0";483000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"80.0";320000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"0.02";400;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"80.0";800;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"100.0";155767;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"scidto";"[données non publiées]";"100.0";0;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"valeursnonenboursedto";"riester sas";"";7302000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"valeursnonenboursedto";"lmr";"";1000;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"valeursenboursedto";"compte titre";"";3683;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"comptesbancairedto";"compte courant";"cic";207492;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"comptesbancairedto";"compte d'épargne";"cic";102;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"comptesbancairedto";"compte d'épargne";"cic";503;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"comptesbancairedto";"livret a";"caisse d'epargne";660;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"comptesbancairedto";"compte courant";"cic banque privée";0;1
"riester";"franck";2024-06-25;"0";"membre du gouvernement";"ministre délégué chargé du commerce extérieur de l attractivité de la francophonie et des français de l étranger";"comptesbancairedto";"compte courant";"cic banque privée";4874;1
